Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
171,Javonte Green,SG,27,BOS,22,2,330,39,71,0.5489999999999999,7,22,0.318,32,49,0.653,20,30,0.667,20,30,50,10,18,2,12,29,105
172,Jeff Green,C,34,BRK,33,16,870,113,223,0.507,49,116,0.42200000000000004,64,107,0.598,39,49,0.7959999999999999,15,103,118,46,23,8,27,62,314
173,Josh Green,SG,20,DAL,17,5,212,17,36,0.47200000000000003,2,12,0.16699999999999998,15,24,0.625,6,11,0.545,12,27,39,10,4,1,11,16,42
174,Blake Griffin,PF,31,DET ,20,20,626,81,222,0.365,39,124,0.315,42,98,0.429,44,62,0.71,7,97,104,77,14,2,32,42,245
175,Kyle Guy,PG,23,SAC,14,0,115,14,44,0.318,6,24,0.25,8,20,0.4,7,8,0.875,3,11,14,15,4,0,3,9,41
176,Rui Hachimura,PF,22,WAS,27,27,813,122,267,0.457,21,69,0.304,101,198,0.51,72,95,0.758,29,118,147,47,19,2,28,61,337
177,Ashton Hagans,PG,21,MIN,2,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
178,Tyrese Haliburton,PG,20,SAC,30,2,903,153,310,0.494,71,164,0.433,82,146,0.562,20,24,0.833,29,78,107,161,42,18,46,36,397
179,Josh Hall,SF,20,OKC,7,0,51,4,18,0.222,1,8,0.125,3,10,0.3,3,7,0.429,1,8,9,7,0,0,4,7,12
180,R.J. Hampton,PG,19,DEN,24,0,220,24,58,0.414,5,18,0.278,19,40,0.475,7,10,0.7,10,37,47,12,5,2,11,21,60
181,Tim Hardaway Jr.,SG,28,DAL,33,17,975,190,434,0.43799999999999994,97,252,0.385,93,182,0.511,65,81,0.802,12,93,105,56,20,6,30,51,542
182,James Harden,PG-SG ,31,TOT,31,31,1173,250,517,0.484,101,252,0.401,149,265,0.562,183,213,0.8590000000000001,26,216,242,345,36,21,131,67,784
182,James Harden,sg,31,HOU,8,8,290,60,135,0.444,25,72,0.34700000000000003,35,63,0.556,53,60,0.883,5,36,41,83,7,6,34,14,198
182,James Harden,PG,31,BRK,23,23,883,190,382,0.49700000000000005,76,180,0.42200000000000004,114,202,0.564,130,153,0.85,21,180,201,262,29,15,97,53,586
183,Maurice Harkless,SF,27,MIA,10,3,109,4,10,0.4,4,8,0.5,0,2,0.0,0,2,0.0,1,8,9,7,2,3,2,12,12
184,Jared Harper,PG,23,NYK,2,0,5,0,1,0.0,0,0,,0,1,0.0,2,2,1.0,0,0,0,0,0,0,2,0,2
185,Montrezl Harrell,C,27,LAL,37,1,891,209,334,0.626,0,6,0.0,209,328,0.637,93,123,0.7559999999999999,89,149,238,39,24,27,41,77,511
186,Gary Harris,SG,26,DEN,19,19,581,69,156,0.442,24,75,0.32,45,81,0.556,22,30,0.733,13,34,47,32,17,4,14,37,184
187,Jalen Harris,SG,22,TOR,2,0,4,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,2,0
188,Joe Harris,SF,29,BRK,37,33,1144,201,379,0.53,126,249,0.506,75,130,0.5770000000000001,21,30,0.7,19,112,131,65,20,7,29,82,549
189,Tobias Harris,PF,28,PHI,31,31,1066,241,470,0.513,51,127,0.402,190,343,0.5539999999999999,94,106,0.887,37,199,236,104,25,26,58,64,627
190,Shaquille Harrison,SG,27,UTA,17,0,56,6,20,0.3,0,2,0.0,6,18,0.33299999999999996,5,6,0.833,3,6,9,9,2,0,5,3,17
191,Josh Hart,SF,25,NOP,36,3,1032,114,255,0.447,49,147,0.33299999999999996,65,108,0.602,53,70,0.757,38,226,264,74,29,9,28,87,330
192,Isaiah Hartenstein,C,22,DEN,26,0,243,39,76,0.513,0,0,,39,76,0.513,20,34,0.588,37,37,74,14,10,15,19,53,98
193,Jaxson Hayes,C,20,NOP,25,1,311,46,68,0.6759999999999999,0,0,,46,68,0.6759999999999999,19,29,0.655,31,58,89,9,9,12,16,45,111
194,Killian Hayes,PG,-19,DET,7,7,148,13,47,0.27699999999999997,5,20,0.25,8,27,0.29600000000000004,1,2,0.5,1,7,8,25,2,0,17,15,32
195,Gordon Hayward,SF,30,CHO,31,31,1080,245,503,0.48700000000000004,64,158,0.405,181,345,0.525,114,133,0.857,27,140,167,121,41,12,62,55,668
196,Juan Hernangómez,PF,25,MIN,17,6,271,36,90,0.4,16,53,0.302,20,37,0.541,13,19,0.684,13,62,75,10,6,2,7,14,101
197,Willy Hernangómez,C,26,NOP,20,2,359,60,110,0.545,1,5,0.2,59,105,0.562,24,36,0.667,53,86,139,26,7,10,11,27,145
198,Tyler Herro,SG,21,MIA,25,14,818,151,345,0.43799999999999994,50,144,0.34700000000000003,101,201,0.502,44,57,0.772,11,132,143,90,15,10,61,40,396
199,Buddy Hield,SG,28,SAC,36,36,1253,198,507,0.391,140,370,0.37799999999999995,58,137,0.423,54,64,0.8440000000000001,12,150,162,114,29,11,64,96,590
200,George Hill,PG,34,OKC,14,14,369,61,120,0.508,22,57,0.386,39,63,0.619,21,25,0.84,8,21,29,43,12,2,12,12,165
201,Solomon Hill,PF,29,ATL,36,1,686,53,149,0.35600000000000004,35,110,0.318,18,39,0.462,15,17,0.882,18,64,82,33,25,6,21,58,156
202,Nate Hinton,SG,21,DAL,6,0,19,3,13,0.231,1,5,0.2,2,8,0.25,1,2,0.5,0,0,0,0,1,1,2,1,8
203,Aaron Holiday,PG,24,IND,35,6,667,95,256,0.371,38,108,0.35200000000000004,57,148,0.385,29,40,0.725,7,39,46,63,20,4,29,62,257
204,Jrue Holiday,PG,30,MIL,26,23,805,159,324,0.491,44,121,0.364,115,203,0.5670000000000001,36,47,0.7659999999999999,31,82,113,133,47,14,42,45,398
205,Justin Holiday,SG,31,IND,35,26,1130,139,303,0.45899999999999996,89,215,0.414,50,88,0.568,41,50,0.82,22,117,139,60,43,14,28,78,408
206,Richaun Holmes,C,27,SAC,32,32,942,179,275,0.6509999999999999,1,6,0.16699999999999998,178,269,0.662,58,72,0.8059999999999999,81,185,266,55,23,48,43,127,417
207,Rodney Hood,SF,28,POR,30,5,575,62,168,0.369,20,67,0.299,42,101,0.41600000000000004,5,8,0.625,8,42,50,32,17,3,25,42,149
208,Al Horford,C,34,OKC,24,24,677,138,312,0.442,47,132,0.35600000000000004,91,180,0.506,14,18,0.778,23,137,160,84,21,21,27,43,337
209,Talen Horton-Tucker,SG,20,LAL,33,1,576,94,213,0.441,18,63,0.28600000000000003,76,150,0.507,32,39,0.821,10,70,80,66,27,19,43,69,238
210,Danuel House,SF,27,HOU,22,12,602,69,184,0.375,34,109,0.312,35,75,0.467,28,37,0.757,16,71,87,42,14,12,21,43,200
211,Dwight Howard,C,35,PHI,36,4,574,81,138,0.5870000000000001,4,11,0.364,77,127,0.606,53,100,0.53,91,173,264,27,15,31,62,105,219
212,Markus Howard,SG,21,DEN,17,0,55,6,31,0.19399999999999998,3,22,0.136,3,9,0.33299999999999996,1,2,0.5,0,5,5,6,2,0,4,7,16
213,Kevin Huerter,SG,22,ATL,36,25,1157,165,387,0.426,77,211,0.365,88,176,0.5,28,34,0.8240000000000001,26,105,131,133,46,7,47,87,435
214,Elijah Hughes,SF,22,UTA,6,0,27,5,15,0.33299999999999996,3,10,0.3,2,5,0.4,3,4,0.75,0,4,4,3,1,1,4,0,16
215,De'Andre Hunter,SF,23,ATL,18,18,579,108,210,0.514,30,82,0.366,78,128,0.609,64,73,0.877,16,81,97,40,17,9,25,47,310
216,Chandler Hutchison,SF,24,CHI,7,0,64,5,18,0.278,1,3,0.33299999999999996,4,15,0.267,2,2,1.0,1,19,20,4,1,0,5,9,13
217,Serge Ibaka,C,31,LAC,37,37,887,169,333,0.508,37,104,0.35600000000000004,132,229,0.5760000000000001,36,44,0.818,62,184,246,66,9,46,42,73,411
218,Andre Iguodala,SF,37,MIA,34,2,735,57,147,0.38799999999999996,38,112,0.33899999999999997,19,35,0.5429999999999999,14,25,0.56,20,106,126,77,36,16,36,51,166
219,Joe Ingles,SF,33,UTA,32,9,846,128,245,0.522,79,170,0.465,49,75,0.653,34,38,0.895,13,94,107,140,15,8,50,56,369
220,Brandon Ingram,SF,23,NOP,36,36,1255,306,648,0.47200000000000003,85,224,0.379,221,424,0.521,164,185,0.8859999999999999,22,163,185,172,25,28,84,71,861
221,Kyrie Irving,PG,28,BRK,26,26,924,269,527,0.51,76,185,0.41100000000000003,193,342,0.564,94,106,0.887,31,93,124,155,28,16,59,74,708
222,Wesley Iwundu,SF,26,DAL,20,3,246,14,47,0.298,3,23,0.13,11,24,0.45799999999999996,9,11,0.818,5,30,35,8,7,3,5,20,40
223,Frank Jackson,PG,22,DET,9,0,54,6,22,0.273,4,13,0.308,2,9,0.222,0,0,,0,8,8,10,1,0,4,5,16
224,Josh Jackson,SG,23,DET,32,6,797,154,362,0.425,41,141,0.29100000000000004,113,221,0.511,84,121,0.6940000000000001,34,107,141,60,29,28,74,94,433
225,Justin Jackson,Sf,25,OKC,25,2,405,61,149,0.409,23,79,0.29100000000000004,38,70,0.5429999999999999,16,20,0.8,11,47,58,38,10,1,24,24,161
226,Reggie Jackson,SG,30,LAC,35,16,709,114,250,0.456,46,115,0.4,68,135,0.504,31,41,0.7559999999999999,13,77,90,103,20,3,35,65,305
227,Justin James,SF,24,SAC,13,0,69,9,23,0.391,2,9,0.222,7,14,0.5,2,8,0.25,3,6,9,5,3,1,2,3,22
228,LeBron James,PG,36,LAL,36,36,1245,350,687,0.509,86,240,0.358,264,447,0.591,144,208,0.6920000000000001,21,268,289,280,41,22,135,56,930
229,DaQuan Jeffries,SG,23,SAC,12,2,189,22,52,0.423,8,24,0.33299999999999996,14,28,0.5,6,7,0.857,7,14,21,4,5,4,5,17,58
230,Ty Jerome,SG,23,OKC,4,0,100,15,30,0.5,7,19,0.368,8,11,0.727,0,0,,3,8,11,13,3,0,2,14,37
231,Isaiah Joe, SG,21, PHI,20,1,240,29,79,0.36700000000000005,23,60,0.38299999999999995,6,19,0.316,5,5,1.0,6,17,23,15,7,4,5,21,86
232,Cameron Johnson,PF,24,PHO,34,9,823,125,286,0.43700000000000006,73,193,0.37799999999999995,52,93,0.5589999999999999,32,37,0.865,19,96,115,46,22,10,26,48,355
233,James Johnson,PF,33,DAL,27,1,484,65,140,0.46399999999999997,15,58,0.259,50,82,0.61,14,26,0.5379999999999999,12,71,83,47,23,22,26,55,159
234,Keldon Johnson,SF,21,SAS,29,27,845,151,320,0.47200000000000003,28,86,0.326,123,234,0.526,79,101,0.782,47,146,193,63,22,14,41,66,409
235,Stanley Johnson,PF,24,TOR,32,2,441,31,79,0.392,20,50,0.4,11,29,0.379,11,14,0.7859999999999999,15,54,69,41,24,9,22,49,93
236,Tyler Johnson,SG,28, BRK,18,1,250,28,72,0.389,21,51,0.41200000000000003,7,21,0.33299999999999996,7,7,1.0,4,27,31,17,6,0,5,13,84
237,Nikola Jokić,C,25,DEN,36,36,1293,379,668,0.5670000000000001,56,134,0.418,323,534,0.605,163,185,0.8809999999999999,101,296,397,309,58,23,114,107,977
238,Damian Jones,C,25,TOT,17,1,125,13,21,0.619,0,1,0.0,13,20,0.65,8,13,0.615,9,14,23,4,1,9,6,25,34
238,Damian Jones,C,25,PHO,14,0,94,8,16,0.5,0,1,0.0,8,15,0.5329999999999999,6,11,0.545,7,11,18,4,1,5,6,19,22
238,Damian Jones,C,25,LAL,3,1,31,5,5,1.0,0,0,,5,5,1.0,2,2,1.0,2,3,5,0,0,4,0,6,12
239,Derrick Jones Jr.,SF,23,POR,31,30,838,92,182,0.505,26,78,0.33299999999999996,66,104,0.635,40,62,0.645,58,91,149,27,24,34,22,74,250
240,Mason Jones,SG,22,HOU,22,1,244,38,87,0.43700000000000006,18,49,0.36700000000000005,20,38,0.526,28,43,0.6509999999999999,4,42,46,29,6,0,26,22,122
241,Tre Jones,PG,21,SAS,12,0,43,9,15,0.6,1,1,1.0,8,14,0.5710000000000001,5,5,1.0,4,0,4,3,0,0,4,4,24
242,Tyus Jones,PG,24,MEM,32,8,691,111,251,0.442,25,85,0.294,86,166,0.518,17,20,0.85,15,66,81,146,40,4,28,14,264
243,DeAndre Jordan,C,32,BRK ,35,26,799,115,151,0.762,0,1,0.0,115,150,0.767,29,56,0.518,63,199,262,67,11,51,59,76,259
244,Cory Joseph,PG,29,SAC,36,2,749,90,201,0.44799999999999995,24,75,0.32,66,126,0.524,27,35,0.7709999999999999,20,58,78,85,24,7,36,83,231
245,Mfiondu Kabengele,PF,23,LAC,20,0,81,7,26,0.26899999999999996,3,15,0.2,4,11,0.364,3,4,0.75,1,10,11,5,2,3,5,14,20
246,Frank Kaminsky,C,27,PHO,27,11,428,77,165,0.467,26,62,0.419,51,103,0.495,17,29,0.586,22,84,106,46,8,12,14,38,197
247,Enes Kanter,C,28,POR,35,23,919,177,298,0.594,0,0,,177,298,0.594,63,84,0.75,146,269,415,40,18,26,41,94,417
248,Luke Kennard,SG,24,LAC,34,7,684,94,203,0.46299999999999997,52,114,0.456,42,89,0.47200000000000003,13,15,0.867,8,82,90,58,11,6,29,54,253
249,Maxi Kleber,PF,29,DAL,22,16,569,48,109,0.44,37,82,0.451,11,27,0.40700000000000003,22,23,0.9570000000000001,19,98,117,30,10,20,12,50,155
250,Nathan Knight,PF,23,ATL,10,0,58,9,23,0.391,3,9,0.33299999999999996,6,14,0.429,7,8,0.875,8,7,15,1,2,3,5,7,28
251,Kevin Knox,SF,21,NYK,26,0,397,47,119,0.395,28,72,0.389,19,47,0.40399999999999997,11,14,0.7859999999999999,9,40,49,17,8,6,16,33,133
252,John Konchar,SG,24,MEM,19,0,308,28,66,0.424,7,23,0.304,21,43,0.488,16,18,0.889,18,50,68,23,18,5,8,26,79
253,Furkan Korkmaz,SG,23, PHI,25,3,467,69,180,0.38299999999999995,39,113,0.345,30,67,0.44799999999999995,24,30,0.8,5,56,61,21,15,4,24,30,201
254,Luke Kornet,PF,25,CHI,10,0,83,9,26,0.34600000000000003,6,22,0.273,3,4,0.75,2,2,1.0,1,14,15,4,2,6,1,1,26
255,Rodions Kurucs,SF-PF,22,TOT,16,0,91,6,24,0.25,3,17,0.17600000000000002,3,7,0.429,1,2,0.5,2,12,14,6,6,4,9,8,16
255,Rodions Kurucs,PF,22,BRK ,5,0,16,1,3,0.33299999999999996,1,2,0.5,0,1,0.0,0,0,,0,3,3,2,0,0,0,1,3
255,Rodions Kurucs,SF,22,HOU,11,0,75,5,21,0.23800000000000002,2,15,0.133,3,6,0.5,1,2,0.5,2,9,11,4,6,4,9,7,13
256,Kyle Kuzma,SF,25,LAL,36,11,932,162,365,0.444,65,178,0.365,97,187,0.519,24,38,0.632,75,165,240,41,14,23,54,63,413
257,Jeremy Lamb,SG,28,IND,21,8,486,78,165,0.473,34,76,0.447,44,89,0.494,48,51,0.941,15,63,78,34,18,11,16,44,238
258,Zach LaVine,SG,25,CHI,34,34,1209,350,667,0.525,120,276,0.435,230,391,0.588,156,182,0.857,25,152,177,173,37,14,133,90,976
259,Jake Layman,SF,26,MIN,24,4,372,59,115,0.513,15,47,0.319,44,68,0.647,21,27,0.778,7,30,37,16,20,11,17,27,154
260,Jalen Lecque,PG,20, IND,3,0,9,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,3,3,1.0,1,3,4,2,0,0,0,0,5
261,Damion Lee,SG,28,GSW,37,1,712,79,177,0.446,52,138,0.377,27,39,0.6920000000000001,28,31,0.903,15,110,125,53,25,4,17,55,238
262,Saben Lee,PG,21,DET,15,0,238,38,70,0.5429999999999999,4,6,0.667,34,64,0.531,26,39,0.667,6,17,23,35,11,5,14,25,106
263,Alex Len,C,27,TOT,26,6,352,54,86,0.628,6,20,0.3,48,66,0.727,24,42,0.5710000000000001,19,62,81,23,9,32,25,47,138
263,Alex Len,C,27,TOR,7,2,76,5,10,0.5,3,6,0.5,2,4,0.5,3,6,0.5,0,11,11,3,1,6,8,10,16
263,Alex Len,C,27,WAS,19,4,276,49,76,0.645,3,14,0.214,46,62,0.742,21,36,0.583,19,51,70,20,8,26,17,37,122
264,Kawhi Leonard,SF,29,LAC,30,30,1039,287,562,0.511,60,155,0.387,227,407,0.5579999999999999,165,189,0.873,28,160,188,146,45,16,58,48,799
265,Meyers Leonard,C,28,MIA,3,2,29,3,7,0.429,3,7,0.429,0,0,,1,2,0.5,0,7,7,2,0,0,2,5,10
266,Caris LeVert,SG,26,BRK,12,4,334,87,200,0.435,22,63,0.349,65,137,0.474,26,34,0.765,10,42,52,72,13,6,26,20,222
267,Kira Lewis Jr.,PG,19,NOP,21,0,273,42,108,0.389,13,39,0.33299999999999996,29,69,0.42,13,20,0.65,2,15,17,38,12,1,9,25,110
268,Damian Lillard,PG,30,POR,34,34,1224,315,708,0.445,146,380,0.384,169,328,0.515,237,254,0.9329999999999999,15,130,145,271,35,9,111,53,1013
269,Nassir Little,PF,20,POR,20,2,239,33,70,0.47100000000000003,17,37,0.45899999999999996,16,33,0.485,22,25,0.88,14,31,45,7,3,5,10,21,105
270,Kevon Looney,C,24,GSW,27,10,401,44,74,0.595,2,6,0.33299999999999996,42,68,0.618,16,21,0.762,48,65,113,43,10,8,17,50,106
271,Brook Lopez,C,32,MIL ,36,36,975,141,302,0.467,55,158,0.348,86,144,0.597,50,61,0.82,49,134,183,22,19,48,32,76,387
272,Robin Lopez,C,32,WAS,34,9,690,112,189,0.593,4,13,0.308,108,176,0.614,53,76,0.6970000000000001,78,66,144,32,10,21,37,65,281
273,Kevin Love,PF,32,CLE,2,2,46,6,18,0.33299999999999996,3,9,0.33299999999999996,3,9,0.33299999999999996,4,5,0.8,2,10,12,5,1,0,3,1,19
274,Kyle Lowry,PG,34,TOR,29,29,1002,174,381,0.457,83,206,0.40299999999999997,91,175,0.52,91,106,0.858,24,136,160,204,34,6,82,94,522
275,Timothé Luwawu-Cabarrot,SF,25,BRK,34,6,669,86,221,0.389,53,146,0.363,33,75,0.44,20,26,0.769,18,62,80,43,24,5,25,63,245
276,Trey Lyles,PF,25, SAS,19,7,311,42,83,0.506,14,37,0.37799999999999995,28,46,0.609,12,19,0.632,8,69,77,11,5,1,3,11,110
277,Thon Maker,C,23,CLE,8,0,76,10,18,0.556,0,2,0.0,10,16,0.625,10,11,0.909,8,10,18,4,2,4,3,7,30
278,Théo Maledon,PG,19,OKC,31,16,797,86,218,0.39399999999999996,45,127,0.354,41,91,0.451,24,32,0.75,7,85,92,102,31,2,56,69,241
279,Karim Mané,PG,20,ORL ,6,0,56,1,9,0.111,1,2,0.5,0,7,0.0,4,4,1.0,0,10,10,1,0,1,3,3,7
280,Terance Mann,SG,24,LAC,35,3,549,62,129,0.48100000000000004,13,34,0.382,49,95,0.516,32,40,0.8,31,83,114,45,14,6,23,59,169
281,Nico Mannion,PG,19,GSW,7,1,67,6,23,0.261,5,14,0.35700000000000004,1,9,0.111,1,4,0.25,0,12,12,18,3,0,7,8,18
282,Boban Marjanović,C,32,DAL,18,1,141,36,72,0.5,0,4,0.0,36,68,0.529,10,14,0.7140000000000001,27,44,71,3,1,1,8,16,82
283,Lauri Markkanen,PF,23,CHI,14,14,426,95,185,0.514,40,101,0.396,55,84,0.655,38,45,0.8440000000000001,8,77,85,12,9,5,24,31,268
284,Naji Marshall,SF,23,NOP,3,0,8,0,2,0.0,0,1,0.0,0,1,0.0,1,2,0.5,0,2,2,1,0,0,0,0,1
285,Caleb Martin,SF,25,CHO,26,1,395,55,133,0.414,19,57,0.33299999999999996,36,76,0.474,14,26,0.5379999999999999,20,53,73,30,21,7,17,26,143
286,Cody Martin,SF,25,CHO,23,2,268,33,64,0.516,4,20,0.2,29,44,0.659,8,10,0.8,19,35,54,24,12,4,15,13,78
287,Kelan Martin,SF,25,IND,12,0,48,7,20,0.35,2,9,0.222,5,11,0.455,2,2,1.0,1,11,12,0,3,0,4,5,18
288,Kenyon Martin Jr.,SF,20,HOU,7,0,69,10,27,0.37,1,4,0.25,9,23,0.391,2,5,0.4,8,11,19,4,2,5,5,9,23
289,Frank Mason III, PG,26, ORL,4,1,79,9,24,0.375,2,5,0.4,7,19,0.368,5,7,0.7140000000000001,3,9,12,12,0,0,5,7,25
290,Garrison Mathews,SG,24,WAS,28,12,454,53,126,0.42100000000000004,40,100,0.4,13,26,0.5,46,50,0.92,11,38,49,13,20,5,4,46,192
291,Dakota Mathias,SG,25,PHI,8,2,123,19,48,0.396,8,26,0.308,11,22,0.5,2,6,0.33299999999999996,1,6,7,13,1,3,1,7,48
292,Wesley Matthews,SG,34,LAL,30,4,605,42,118,0.35600000000000004,31,92,0.337,11,26,0.423,12,15,0.8,12,32,44,34,15,11,15,43,127
293,Tyrese Maxey,SG,20,PHI,32,6,519,109,242,0.45,15,55,0.273,94,187,0.503,22,25,0.88,8,52,60,58,15,5,22,40,255
294,Skylar Mays,SG,23,ATL,16,0,132,19,49,0.38799999999999996,8,23,0.348,11,26,0.423,16,18,0.889,6,6,12,18,6,0,4,6,62
295,Patrick McCaw,SF,25,TOR,3,0,20,0,0,,0,0,,0,0,,0,0,,1,0,1,4,0,0,0,3,0
296,CJ McCollum,SG,29,POR,13,13,440,123,260,0.473,63,143,0.441,60,117,0.513,38,45,0.8440000000000001,7,44,51,65,17,4,13,28,347
297,T.J. McConnell,PG,28,IND,32,2,810,100,190,0.526,6,19,0.316,94,171,0.55,9,18,0.5,22,95,117,216,63,12,60,50,215
298,Jaden McDaniels,PF,20,MIN,30,1,574,57,149,0.38299999999999995,28,83,0.337,29,66,0.439,12,23,0.522,18,83,101,30,10,30,23,71,154
299,Jalen McDaniels,SF,23,CHO,17,1,213,29,66,0.439,6,23,0.261,23,43,0.535,13,19,0.684,8,37,45,8,2,4,14,30,77
300,Doug McDermott,PF,29,IND,34,14,882,174,344,0.506,55,151,0.364,119,193,0.617,45,55,0.818,34,101,135,45,11,3,33,59,448
301,Sean McDermott,SF,24,MEM,8,0,126,10,23,0.435,5,15,0.33299999999999996,5,8,0.625,6,6,1.0,4,8,12,4,1,2,4,6,31
302,JaVale McGee,C,33,CLE,27,1,411,85,174,0.489,5,17,0.294,80,157,0.51,28,46,0.609,42,97,139,26,13,33,36,69,203
303,Rodney McGruder,SG,29,DET,12,0,115,22,43,0.512,8,16,0.5,14,27,0.519,5,6,0.833,4,8,12,12,4,1,6,8,57
304,Alfonzo McKinnie,SF,28,LAL,18,0,84,16,30,0.5329999999999999,5,12,0.41700000000000004,11,18,0.611,5,8,0.625,7,13,20,1,2,0,1,7,42
305,Jordan McLaughlin,PG,24,MIN,24,0,467,53,141,0.376,16,46,0.348,37,95,0.389,8,10,0.8,13,43,56,113,24,4,26,24,130
306,Ben McLemore,SG,27,HOU,24,2,372,50,140,0.35700000000000004,32,102,0.314,18,38,0.474,17,23,0.7390000000000001,10,41,51,23,14,1,23,34,149
307,Nicolò Melli,PF,30,NOP,17,0,186,9,40,0.225,7,33,0.212,2,7,0.28600000000000003,4,5,0.8,3,35,38,16,8,1,7,22,29
308,De'Anthony Melton,PG,22,MEM,20,1,408,76,161,0.47200000000000003,33,78,0.423,43,83,0.518,16,21,0.762,10,52,62,58,24,14,25,34,201
309,Sam Merrill,SG,24,MIL,13,0,77,6,17,0.353,5,11,0.455,1,6,0.16699999999999998,2,2,1.0,4,10,14,11,2,0,3,6,19
310,Chimezie Metu,C,23,SAC,11,0,71,15,30,0.5,1,3,0.33299999999999996,14,27,0.519,6,9,0.667,11,12,23,5,3,6,6,10,37
311,Khris Middleton,SF,29,MIL,36,36,1203,272,549,0.495,83,192,0.43200000000000005,189,357,0.529,114,129,0.884,31,190,221,206,40,6,94,92,741
312,Darius Miller,SF,30,OKC,12,0,111,11,24,0.45799999999999996,9,21,0.429,2,3,0.667,3,3,1.0,1,14,15,10,5,4,5,9,34
313,Patty Mills,PG,32,SAS,32,0,824,151,337,0.44799999999999995,88,219,0.402,63,118,0.534,36,40,0.9,10,48,58,85,20,1,34,46,426
314,Paul Millsap,PF,35,DEN,26,26,621,99,189,0.524,32,78,0.41,67,111,0.604,41,59,0.695,41,93,134,43,22,14,26,54,271
315,Shake Milton,SG,24,PHI,28,1,703,135,306,0.441,31,99,0.313,104,207,0.502,86,97,0.887,17,43,60,85,18,7,43,64,387
316,Donovan Mitchell,SG,24,UTA,34,34,1154,288,684,0.42100000000000004,113,296,0.382,175,388,0.451,150,182,0.8240000000000001,37,122,159,183,33,10,101,77,839
317,Adam Mokoka,SG,22,CHI,7,0,42,5,14,0.35700000000000004,1,8,0.125,4,6,0.667,0,0,,1,3,4,4,2,1,2,5,11
318,Malik Monk,SG,22,CHO,22,0,499,103,223,0.462,54,123,0.439,49,100,0.49,37,47,0.787,8,55,63,41,6,2,33,32,297
319,E'Twaun Moore,SG,31,PHO,22,1,334,40,95,0.42100000000000004,6,25,0.24,34,70,0.486,8,10,0.8,11,28,39,35,14,4,18,30,94
320,Ja Morant,PG,21,MEM,24,24,738,172,379,0.45399999999999996,21,90,0.233,151,289,0.522,110,138,0.797,20,59,79,184,25,4,69,36,475
321,Juwan Morgan,PF,23,UTA,15,0,71,6,14,0.429,3,10,0.3,3,4,0.75,1,5,0.2,4,10,14,4,3,0,2,12,16
322,Marcus Morris,PF,31,LAC,28,2,684,121,275,0.44,65,140,0.46399999999999997,56,135,0.415,38,42,0.905,20,86,106,25,15,8,25,52,345
323,Markieff Morris,PF,31,LAL,31,7,539,59,145,0.40700000000000003,28,87,0.322,31,58,0.534,20,29,0.69,22,95,117,31,7,8,18,50,166
324,Monte Morris,PG,25,DEN,35,9,949,142,298,0.47700000000000004,40,111,0.36,102,187,0.545,46,61,0.754,7,69,76,118,24,10,24,33,370
325,Mychal Mulder,PG,26,GSW,34,2,360,47,108,0.435,38,93,0.409,9,15,0.6,8,15,0.5329999999999999,1,30,31,15,8,7,8,27,140
326,Dejounte Murray,PG,24,SAS,32,32,992,207,454,0.456,34,105,0.324,173,349,0.496,56,69,0.812,19,206,225,172,52,3,53,67,504
327,Jamal Murray,PG,23,DEN,34,34,1204,273,561,0.48700000000000004,90,226,0.39799999999999996,183,335,0.546,104,123,0.846,24,118,142,156,39,11,78,73,740
328,Mike Muscala,C,29,OKC,34,0,633,116,263,0.441,67,182,0.368,49,81,0.605,32,35,0.914,19,110,129,27,8,11,21,53,331
329,Sviatoslav Mykhailiuk,SF,23,DET,35,4,608,80,212,0.377,54,161,0.335,26,51,0.51,24,30,0.8,11,59,70,49,25,6,38,31,238
330,Abdel Nader,SF,27,PHO,19,0,273,44,90,0.489,13,33,0.39399999999999996,31,57,0.544,20,25,0.8,3,43,46,15,6,7,13,24,121
331,Larry Nance Jr.,PF,28,CLE,19,18,635,70,145,0.483,24,63,0.381,46,82,0.561,12,21,0.5710000000000001,27,102,129,61,37,10,28,41,176
332,Aaron Nesmith,SF,21,BOS,18,0,281,25,63,0.397,17,48,0.354,8,15,0.5329999999999999,8,12,0.667,10,34,44,7,3,5,11,37,75
333,Raul Neto,PG,28,WAS,29,6,591,88,196,0.449,28,75,0.373,60,121,0.496,25,30,0.833,13,53,66,60,33,2,21,39,229
334,Georges Niang,PF,27,UTA,36,0,481,72,167,0.431,45,117,0.385,27,50,0.54,5,5,1.0,12,66,78,24,11,3,23,55,194
335,Zeke Nnaji,PF,20,DEN,23,1,248,31,61,0.508,15,36,0.41700000000000004,16,25,0.64,5,7,0.7140000000000001,10,23,33,3,3,2,5,16,82
336,Nerlens Noel,C,26,NYK,32,10,710,68,111,0.613,0,2,0.0,68,109,0.624,22,33,0.667,68,127,195,20,32,65,37,83,158
337,Jaylen Nowell,SG,21,MIN,22,0,367,71,170,0.418,25,72,0.34700000000000003,46,98,0.469,31,37,0.838,10,32,42,23,10,4,12,40,198
